Iteration	Posterior	Likelihood	Prior	age_extant	age_Kretzoiarctos_beatrix	alpha_cytb	alpha_morpho	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates_mean	clock_morpho	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	F[14]	num_samp_anc	origin_time	psi	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	turnover
1890	-4116.2	-4146.675	30.47483	27.93477	11.72564	0.1995246	1.95321	0.00756814	0.0100126	0.000257511	0.0220927	0.0563864	0.0323812	0.0238544	0.00823117	0.0176954	0.0125811	0.00441073	0.0250581	0.010234	0.014938	0.0145315	0.00809875	0.0195373	0.0107655	0.0237615	0.0221127	0.0289552	0.0215118	0.0124111	0.0148179	0.00930968	0.00597921	0.00850633	0.0030453	0.00891479	0.0151788	0.00876804	0.0048386	0.0301181	0.00154081	0.0502869	0.0181359	0.012524	0.0137291	0.00824385	7.11589e-05	0.00751189	0.00504287	0.01762567	0.03630245	0.04539681	0.0165965	0.405628	0.00800268	0.00179499	0.567784	0.000193675	0.09068514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	38.65724	0.0627632	0.000522532	0.0335017	0.382416	3.58356	0.287625	0.649944	1.06877	1.99366	0.300837	0.295626	0.147367	0.256171	0.1360819	37.1285	15.9612	20.9407	8.11676	7.86744	16.5888	0.95639	5.35174	11.7256	22.3946	5.23134	0.233477	7.53628	7.8408	0.666401
1900	-4109.037	-4153.231	44.19395	33.21179	11.72564	0.1584598	1.899252	0.00304308	0.0123712	0.000718102	0.0145102	0.0238645	0.0262339	0.0168808	0.0292196	0.0282067	0.0164321	0.00396163	0.00641599	0.00425864	0.0211604	0.0157355	0.00924254	0.0110786	0.00972628	0.0311675	0.0230974	0.0613765	0.00444483	0.0126945	0.00598772	0.00343478	0.00874407	0.00964495	0.00448357	0.0034176	0.0188255	0.00358052	0.013147	0.0114183	0.00118658	0.0145246	0.0141951	0.0269932	0.0175679	0.00534341	2.72837e-05	0.0095531	0.00457612	0.011071	0.05551804	0.03250423	0.0136282	0.450537	0.0100659	0.00288664	0.52237	0.000512732	0.1167515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	40.27465	0.0639172	8.68272e-05	0.013749	0.267169	3.71899	0.280944	0.643854	1.06725	2.00795	0.307617	0.29814	0.141852	0.252391	0.1492557	37.0147	15.9697	21.8981	8.1825	8.63144	16.5888	1.77042	6.69745	11.7256	22.6922	5.23134	0.233477	7.53628	9.52064	0.7822246
1910	-4109.995	-4151.977	41.98282	29.20183	11.75135	0.1772668	2.432798	0.00927214	0.00829927	0.000627511	0.00720398	0.00499979	0.0245572	0.0287271	0.0327684	0.010451	0.0113989	0.00182734	0.00967996	0.00625006	0.0124174	0.0291713	0.00838064	0.00202539	0.00909906	0.0362199	0.0195997	0.0328031	0.00676481	0.012053	0.00896934	0.00283275	0.00600051	0.00907604	0.0233662	0.00209581	0.0152956	0.00354454	0.0128441	0.00907377	0.00100993	0.0110375	0.00931684	0.0144119	0.0222116	0.0150262	3.79725e-05	0.0095311	0.00308414	0.01034509	0.03940531	-0.01198376	0.00879234	0.470863	0.0129466	0.0152657	0.49155	0.000581427	0.1922207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	43.24856	0.0539095	0.000219064	0.0217752	0.321791	3.65621	0.339991	0.694343	1.07782	1.88784	0.309625	0.297059	0.121096	0.27222	0.1802369	37.0147	15.9357	21.853	8.1825	8.63144	16.6778	1.77042	6.42232	11.7513	22.725	5.25808	0.233477	7.28898	9.66781	1.066489
1920	-4110.175	-4149.19	39.01465	27.5571	11.76793	0.1626857	1.069823	0.00870365	0.0175688	0.000771188	0.00546955	0.0102753	0.0422269	0.0173845	0.0601898	0.0195229	0.0190274	0.00176831	0.015194	0.00466346	0.0167234	0.00908252	0.00636802	0.00145808	0.00776206	0.0297312	0.0205514	0.0354793	0.00468034	0.0420229	0.0121733	0.00125991	0.00905186	0.00965397	0.0398699	0.00332612	0.0206183	0.0146367	0.0267327	0.0143842	0.000582794	0.00323469	0.0198145	0.012309	0.0141206	0.0166315	8.7975e-06	0.017977	0.00157324	0.01467761	0.03091092	0.01776404	0.0108857	0.484236	0.0105636	0.00890865	0.484156	0.00124983	0.1867172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	41.17092	0.0740369	0.000108913	0.015389	0.279672	3.70483	0.150671	0.496778	1.01067	2.34188	0.295238	0.297102	0.132809	0.274851	0.2044813	37.1112	15.9419	21.853	7.85803	8.15035	16.6778	1.3465	6.68658	11.7679	22.725	5.27207	0.233477	7.28898	9.67686	0.9131263
1930	-4105.084	-4142.291	37.20716	24.39853	11.76793	0.1941698	1.0201	0.00135904	0.0328855	0.000456892	0.00303209	0.00973298	0.0348569	0.0262226	0.00894159	0.0196799	0.0124023	0.000729014	0.00968982	0.00347754	0.0108789	0.00783771	0.00634411	0.000179893	0.0126046	0.0163837	0.0172345	0.0108349	0.00395606	0.0327424	0.00358103	0.00166082	0.0198897	0.00864366	0.0542232	0.00215208	0.0339645	0.022742	0.0436756	0.0165003	0.00174848	0.00761943	0.0257725	0.0072669	0.0206734	0.01238	2.06783e-05	0.0143286	0.00175187	0.01496801	0.02475046	0.06022817	0.0116342	0.573441	0.00923725	0.00775507	0.396899	0.00103331	0.2079461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	42.40285	0.04758657	0.000431729	0.0304812	0.368271	3.60082	0.140947	0.482711	1.00325	2.37309	0.278751	0.31472	0.130245	0.276284	0.2681742	37.0605	15.9599	20.5686	8.16605	8.2816	16.8446	2.15894	9.32272	11.7679	22.725	5.28665	0.233477	7.31955	9.67686	0.775414
1940	-4118.063	-4141.528	23.46589	23.02407	11.76793	0.1768111	1.233389	0.00896933	0.0130779	0.00111349	0.00250067	0.00697893	0.037611	0.0335907	0.0282506	0.0238035	0.0292569	0.0018416	0.0166411	0.00403156	0.018179	0.00814398	0.00881409	8.98467e-05	0.0104094	0.0346906	0.0188483	0.0529536	0.0104486	0.0402487	0.00933793	0.00251825	0.0115592	0.019484	0.0350328	0.00920495	0.0475548	0.032826	0.0355828	0.0189591	0.00315681	0.0275326	0.0245265	0.0374968	0.0236039	0.0177121	5.95515e-05	0.00571176	0.0102413	0.01909317	0.0285429	-0.06245617	0.0112841	0.578046	0.0116195	0.0096298	0.38926	0.000160457	0.2354098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	38.40393	0.1066133	0.000214707	0.0215592	0.320502	3.65772	0.181052	0.537192	1.03	2.25176	0.310067	0.288472	0.122798	0.278664	0.1729537	36.8679	15.9599	20.5686	8.19762	8.1367	16.8446	2.15894	7.79085	11.7679	22.725	5.29878	0.233477	7.31955	9.64322	1.361115
1950	-4115.679	-4145.255	29.57613	29.13352	11.76793	0.1602768	0.5599592	0.00434126	0.0154402	0.00358026	0.012136	0.00630979	0.0499343	0.0462017	0.00964448	0.0180567	0.0208016	0.00480951	0.0165546	0.00685961	0.0189374	0.00794643	0.00521217	9.20966e-05	0.0100282	0.0299065	0.018282	0.0107869	0.0173118	0.0361207	0.00797885	0.00255821	0.0128807	0.0225548	0.0205264	0.0107447	0.0621389	0.0169951	0.0250318	0.0243877	0.00343411	0.0151588	0.01224	0.0210225	0.00713354	0.0231739	7.78745e-05	0.0134871	0.0400561	0.01685614	0.0171637	-0.0397589	0.00378143	0.39787	0.0118193	0.0113575	0.575008	0.000163969	0.207753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	38.78605	0.08215386	9.58547e-05	0.0144422	0.272559	3.7129	0.0449694	0.289268	0.859431	2.80633	0.307458	0.300391	0.141191	0.25096	0.1679941	37.1643	15.9599	22.0529	6.93858	8.22943	16.5462	1.25203	8.7894	11.7679	22.2666	5.10358	0.233477	7.02543	9.6406	1.236668
1960	-4113.387	-4150.654	37.26709	27.42252	11.68897	0.1565271	0.2829392	0.0125623	0.00520615	0.0025567	0.00700327	0.00587079	0.0460404	0.0261166	0.00469523	0.0125087	0.026482	0.0110168	0.0095673	0.00542728	0.0134368	0.0122738	0.00602476	7.94468e-05	0.00983797	0.0305159	0.0176566	0.0157779	0.00727292	0.0149069	0.0108745	0.00367239	0.00572199	0.0273677	0.00604761	0.00745603	0.0293888	0.0303099	0.0723388	0.0149917	0.00486447	0.0185646	0.0134651	0.0114231	0.012153	0.01934	0.000277495	0.0225507	0.00679792	0.01425816	0.0218037	0.03426274	0.0044166	0.511851	0.015973	0.00908337	0.45809	0.000585447	0.0922289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	37.48427	0.08801279	7.79595e-05	0.0130316	0.261414	3.72548	0.00401365	0.0913072	0.566007	3.33867	0.302595	0.311041	0.148695	0.237669	0.1264916	37.1832	15.966	22.0529	7.91416	7.95608	16.8717	1.01313	7.62406	11.689	16.7095	5.28138	0.233477	6.64938	9.69917	0.7291304
1970	-4115.711	-4149.613	33.90228	22.84325	11.68897	0.2139024	0.8602144	0.0177909	0.00952185	0.0047819	0.0102893	0.0117407	0.00582805	0.0368418	0.0279504	0.0230011	0.043715	0.0140006	0.00939292	0.00489887	0.0231373	0.00800443	0.00744283	5.15409e-05	0.00627805	0.0392246	0.0312884	0.0112973	0.0100271	0.00810712	0.00761689	0.00818411	0.00827295	0.0154888	0.00912833	0.0142571	0.0123231	0.0664286	0.0119575	0.00622487	0.00903421	0.0208574	0.0102293	0.00414665	0.0165699	0.0244938	0.000474867	0.0189921	0.00313191	0.01724939	0.02234254	0.09250824	0.00960364	0.485932	0.017406	0.0122955	0.474157	0.000606013	0.06400203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	37.88843	0.06154929	0.000831987	0.042161	0.418959	3.53805	0.108292	0.430293	0.972338	2.48908	0.299058	0.306718	0.148174	0.246049	0.1565103	37.1832	15.9518	22.4864	6.79255	7.95608	16.8918	1.29874	7.96776	11.689	17.0153	5.04357	0.233477	7.33439	9.45926	0.4089318
1980	-4095.665	-4139.703	44.03735	27.62147	11.40108	0.1907896	0.741227	0.00393797	0.00687941	0.00219007	0.00688251	0.0180856	0.00985798	0.0298649	0.0117794	0.0145535	0.0258139	0.0213012	0.0209449	0.0107264	0.017886	0.0229239	0.00365495	4.12937e-05	0.00709388	0.0314031	0.0230961	0.0104281	0.00895894	0.00696182	0.00295928	0.00651466	0.00808112	0.0312188	0.00777441	0.00778809	0.016825	0.0536005	0.00506543	0.00761037	0.0135241	0.00939961	0.00874988	0.00385004	0.00209592	0.0417471	0.000515618	0.0034659	0.00787714	0.01672774	0.02223692	0.08420259	0.00811192	0.513931	0.0133336	0.00915512	0.455142	0.000326547	0.06545012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	37.20248	0.0886649	0.000380608	0.0286367	0.359195	3.61179	0.0830072	0.38235	0.939238	2.59541	0.289072	0.305613	0.126561	0.278754	0.1496527	37.1966	15.9518	22.4864	8.1713	8.30597	16.8918	1.24727	8.6603	11.4011	21.9907	5.21824	0.233477	7.33439	9.65693	0.4373467
1990	-4117.929	-4151.373	33.44401	23.63069	11.51378	0.1582914	0.6205907	0.00457792	0.0206074	0.00448851	0.0108561	0.0150957	0.0268394	0.0238154	0.0143555	0.018183	0.014442	0.0387128	0.0223125	0.0146961	0.0233165	0.02811	0.00154147	4.81549e-05	0.0115937	0.0424515	0.0144399	0.0349295	0.0149136	0.00776226	0.00450943	0.011196	0.00533531	0.0298799	0.010084	0.0106333	0.0271749	0.0544035	0.0054495	0.0143054	0.0729106	0.00791369	0.0104048	0.00645569	0.00476098	0.0368929	0.00153358	0.00990883	0.0170507	0.01709247	0.06963188	0.01742782	0.00802329	0.557043	0.00644505	0.00340749	0.423827	0.00125432	0.07980696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	39.01198	0.06687649	8.60252e-05	0.0136857	0.266669	3.71956	0.0573807	0.323526	0.891471	2.72762	0.304266	0.307533	0.137726	0.250474	0.09723478	36.0283	15.9015	22.4039	8.1713	8.30597	16.8918	1.65826	6.8116	11.5138	20.0818	3.317	0.233477	5.00567	9.40791	0.8207656
2000	-4108.364	-4142.284	33.92067	33.94031	11.51378	0.1478975	0.914566	0.00240363	0.0366382	0.0189325	0.0224619	0.0217623	0.00888849	0.0204477	0.0095166	0.00249321	0.0333762	0.0154138	0.0409789	0.0159257	0.01148	0.0362669	0.0022255	5.52861e-05	0.0175112	0.023209	0.0163239	0.0347871	0.0133076	0.0273541	0.00271193	0.00878962	0.00534078	0.0110991	0.0202717	0.0166006	0.0412813	0.020786	0.018753	0.0167301	0.050725	0.0021961	0.00405235	0.00524428	0.00697143	0.00270403	0.00486822	0.0113464	0.00609956	0.01364634	0.02538296	0.05473829	0.00769489	0.557622	0.0104015	0.00703232	0.415799	0.00145012	0.09326988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	38.66259	0.07280077	4.65583e-05	0.0100829	0.235475	3.7544	0.119608	0.449475	0.984264	2.44665	0.293302	0.296451	0.126135	0.284112	0.1480082	37.1523	15.9274	22.4039	8.1713	8.30597	16.8918	1.65826	8.51518	11.5138	22.6994	5.12828	0.233477	6.57725	9.51621	0.6301671
2010	-4108.775	-4142.672	33.89719	28.29291	11.35796	0.1973913	0.7929588	0.00518455	0.0363512	0.0064301	0.0274366	0.021341	0.00849947	0.0236106	0.00645759	0.0025025	0.0292917	0.01548	0.051405	0.0121722	0.0164056	0.0339026	0.00169852	0.000114253	0.0322798	0.0310068	0.0234142	0.0339648	0.00814412	0.019192	0.00437856	0.00664366	0.0148161	0.0115884	0.0238447	0.0150325	0.0700909	0.030567	0.00532162	0.00692501	0.0478909	0.00694519	0.0107454	0.0146764	0.00942937	0.00469742	0.00154697	0.00686169	0.00389448	0.02167108	0.04546685	0.102874	0.00946684	0.536555	0.0111622	0.0107249	0.430274	0.00181636	0.05842102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	39.85698	0.0815858	0.000484871	0.0322842	0.376815	3.59042	0.0940596	0.404284	0.954985	2.54667	0.282123	0.311916	0.133876	0.272085	0.1612951	36.7244	15.9123	22.4039	8.19075	8.4095	16.8918	1.69536	8.51518	11.358	22.6994	5.22928	0.233477	6.37875	9.66747	0.3621997
2020	-4116.017	-4142.27	26.25311	28.46025	11.67549	0.2156039	1.551129	0.000922567	0.0361682	0.0110573	0.00390476	0.0378806	0.0114741	0.0165647	0.0103112	0.00600433	0.0205004	0.0111282	0.0223785	0.0089921	0.0257446	0.0197503	0.0014584	0.00035873	0.0458914	0.0335057	0.0271094	0.0218016	0.0174455	0.0237657	0.00197951	0.00827384	0.0181012	0.0148491	0.0880359	0.0208094	0.0379451	0.0297533	0.0101734	0.0134258	0.0442132	0.0976346	0.0156873	0.0113984	0.00489243	0.0058792	0.00586257	0.0394507	0.00733422	0.02290578	0.05968025	0.04651859	0.010033	0.516472	0.0113731	0.00548092	0.452415	0.00422599	0.1299329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	38.01265	0.1073274	0.000875455	0.0432343	0.423144	3.53275	0.233114	0.596851	1.05329	2.11675	0.302802	0.307594	0.127958	0.261646	0.1764515	37.187	15.9636	22.6332	8.16606	8.4095	16.8918	1.69536	7.13788	11.6755	21.3966	5.23417	0.0762433	6.95776	9.53728	0.7363662
2030	-4137.894	-4147.081	9.187772	25.29722	11.69169	0.1684472	2.341456	0.000365992	0.0620494	0.0191515	0.00448222	0.075708	0.0259771	0.0320224	0.0229713	0.00340639	0.0205382	0.0103936	0.0216551	0.0182023	0.0192436	0.022525	0.00214145	0.000650368	0.0411125	0.0542056	0.027902	0.0430163	0.00988249	0.0618511	0.00204791	0.0119327	0.0121994	0.00821774	0.0823334	0.0314286	0.0164728	0.026603	0.0280579	0.0319251	0.0255275	0.0360838	0.0209335	0.0089012	0.0155912	0.00272112	0.00507518	0.0179151	0.0110389	0.02693562	0.03854932	0.04313049	0.0130549	0.502075	0.00874736	0.0098639	0.463155	0.00310421	0.1221943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	39.71369	0.07617364	0.000145645	0.0177801	0.296516	3.68556	0.330891	0.687019	1.07658	1.90551	0.308935	0.286706	0.137893	0.266466	0.1653248	36.9623	15.84	22.259	8.16982	8.48443	16.8918	0.751577	7.13788	11.6917	22.0211	3.66647	0.0620121	5.36347	9.69453	0.7391166
2040	-4129.608	-4143.9	14.29166	27.51211	11.69169	0.1924878	3.23424	0.00039017	0.0488549	0.026275	0.00356419	0.0748543	0.0217753	0.012256	0.00961649	0.00320402	0.0331628	0.00363339	0.0242811	0.0137651	0.0187967	0.0264935	0.00211109	0.000358134	0.0312735	0.0392884	0.0273512	0.0412882	0.014533	0.0218129	0.0075969	0.0346685	0.0280832	0.00586948	0.0666894	0.0675967	0.0313185	0.0626472	0.0151004	0.041838	0.0140328	0.0356789	0.0214273	0.0117103	0.0163784	0.00402574	0.00378899	0.0136102	0.00442351	0.02403419	0.0384042	0.09079653	0.00715396	0.504555	0.00896213	0.0159974	0.454034	0.0092984	0.1629859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	39.38952	0.1171726	0.000405711	0.0295572	0.363769	3.60627	0.406609	0.743725	1.08345	1.76622	0.29898	0.297623	0.127744	0.275653	0.2537824	36.9623	15.958	22.259	8.17252	8.48443	16.8918	0.681331	6.84017	11.6917	22.6463	3.6261	0.0620121	5.36347	9.69453	0.6422268
2050	-4125.244	-4152.645	27.40022	22.74737	11.68537	0.1613812	2.229071	0.000231677	0.0422445	0.0162214	0.0128227	0.0275328	0.00322754	0.0486128	0.0305898	0.00521187	0.0267732	0.00567959	0.0237218	0.0151735	0.0192509	0.0289188	0.00307334	0.000524607	0.0286584	0.0526107	0.0499249	0.0267406	0.0279529	0.00462673	0.00159898	0.0403224	0.0197963	0.00512159	0.0373749	0.0205607	0.0415899	0.0155473	0.00778038	0.00679827	0.0181345	0.0135777	0.0164598	0.00438197	0.0262877	0.0119016	0.00324434	0.00712875	0.00524893	0.01543574	0.03391433	-0.04157387	0.00595934	0.519595	0.0161834	0.0076021	0.444574	0.00608656	0.2097753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	40.88836	0.1388758	0.000101683	0.0148723	0.275825	3.7092	0.319167	0.677353	1.07479	1.92869	0.302805	0.307663	0.122629	0.266903	0.1682015	35.4067	15.958	22.259	8.12094	8.62017	16.894	2.40678	6.84017	11.6854	21.8084	4.97021	0.0620121	5.36347	9.64178	1.247167
2060	-4125.878	-4143.669	17.79047	26.92747	11.78056	0.1794748	0.6893117	0.00102078	0.039079	0.0322107	0.0658709	0.0729416	0.00212976	0.0362212	0.014132	0.00752835	0.0246071	0.0193412	0.00905164	0.0127341	0.0189489	0.0270995	0.0051539	0.000363551	0.0254085	0.0707363	0.044531	0.016278	0.0922507	0.017238	0.00284429	0.0570105	0.0156267	0.00655454	0.0573706	0.0139552	0.0429441	0.0277593	0.01257	0.0171752	0.0110978	0.0124984	0.0325256	0.00742702	0.0059482	0.0115039	0.00302327	0.036574	0.0136986	0.021742	0.06325551	-0.04166577	0.00904148	0.497891	0.012186	0.00758814	0.46805	0.00524363	0.2702991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	37.57857	0.1219603	0.000241113	0.0228365	0.328015	3.64891	0.0719068	0.358443	0.920842	2.64881	0.299093	0.307866	0.123505	0.269536	0.2286334	37.1998	15.958	22.259	8.15751	8.62017	16.894	1.82178	9.20964	11.7806	20.772	5.23284	0.0620121	5.10894	9.66397	1.182238
2070	-4106.532	-4142.573	36.04161	16.91772	11.78056	0.239141	2.249535	0.00133105	0.040258	0.00398485	0.0117879	0.0115232	0.00584315	0.0204214	0.0325758	0.0055276	0.0219958	0.0117497	0.0160344	0.00763941	0.0326889	0.0180887	0.00291412	0.000690439	0.0186027	0.044101	0.0301593	0.00945106	0.0381265	0.0215623	0.0071197	0.0116333	0.0107451	0.041977	0.0480456	0.0210809	0.0316929	0.027179	0.00342753	0.014251	0.0206434	0.00872479	0.0136146	0.00594511	0.0129974	0.00860728	0.00138337	0.0182641	0.00632135	0.01785698	0.04224374	-0.01195724	0.0180475	0.507747	0.0119992	0.00994989	0.447742	0.00451427	0.2595393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	39.34554	0.06828845	0.00164371	0.0589676	0.478019	3.46137	0.321347	0.679171	1.07514	1.92434	0.298817	0.302113	0.133277	0.265793	0.2475821	36.2462	15.96	22.259	8.18694	8.62017	16.8802	1.82178	8.38699	11.7806	22.6861	5.0749	0.0620121	7.48382	9.65812	1.048296
2080	-4104.77	-4142.259	37.48868	19.70544	11.78056	0.1554187	2.557531	0.000460805	0.00861555	0.00172851	0.0077196	0.0101239	0.00294962	0.0228361	0.030754	0.00421955	0.0289331	0.0184617	0.0157897	0.0127639	0.0229238	0.0194311	0.00607385	0.00165009	0.0162071	0.0370141	0.0300934	0.00209495	0.0315992	0.0698612	0.00368844	0.0217594	0.0172171	0.0252936	0.0243419	0.00516687	0.0164526	0.0141094	0.00126219	0.0333221	0.0223517	0.0127717	0.0390394	0.00448977	0.0270988	0.00821518	0.00489569	0.0105755	0.00435994	0.01830262	0.04085722	0.05147633	0.00741123	0.517489	0.00969918	0.008366	0.452384	0.00465111	0.08910356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	40.7373	0.1478142	7.31994e-05	0.0126295	0.258103	3.72919	0.351844	0.703658	1.07925	1.86525	0.31491	0.297366	0.14109	0.246634	0.1405799	37.1705	15.96	22.259	8.18694	7.82335	16.8082	1.8834	9.4752	11.7806	22.7062	5.2621	0.0620121	5.71781	9.69829	0.6338286
2090	-4125.124	-4147.197	22.07354	17.64447	11.63747	0.1679275	1.920185	0.000763752	0.0379316	0.000818901	0.106395	0.00874331	0.00123841	0.0329149	0.0296526	0.00517557	0.0215909	0.0131659	0.0349031	0.00572009	0.0262274	0.0150056	0.00665526	0.0011993	0.0137943	0.0428356	0.0355721	0.00245775	0.0670667	0.0295014	0.00313359	0.0367517	0.0162812	0.0209995	0.0149493	0.00716774	0.0784425	0.00600297	0.00119957	0.0195301	0.0124996	0.0036835	0.0292019	0.00344362	0.0483704	0.0070793	0.0107315	0.0207372	0.0066572	0.02274642	0.04634151	0.05516902	0.00628772	0.613988	0.00681083	0.00717631	0.363997	0.00173999	0.1095999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	39.65864	0.08081133	0.000141993	0.0175572	0.295007	3.68729	0.283557	0.646249	1.06786	2.00234	0.30069	0.321521	0.118683	0.259106	0.1647689	37.1705	15.7033	22.259	5.94063	7.82335	16.8082	0.279991	6.84084	11.6375	22.3799	5.2621	0.0620121	5.71781	9.69829	0.6651733
2100	-4139.549	-4150.923	11.37323	18.13159	11.63747	0.1253238	2.268056	0.000836472	0.0477543	0.00231376	0.0683489	0.0124289	0.00113397	0.0477585	0.0363051	0.00600166	0.0335905	0.0128068	0.0513331	0.0109321	0.0317934	0.0237358	0.0114372	0.000685263	0.0143122	0.0276877	0.0215465	0.00378583	0.138303	0.0211685	0.0022033	0.0571387	0.00858074	0.0952397	0.0117686	0.00324613	0.0420389	0.0354602	0.00135581	0.0665491	0.00265695	0.00259535	0.0328241	0.0103808	0.0674264	0.00725155	0.00622825	0.0484447	0.0442514	0.02989114	0.03234608	-0.009269508	0.00475816	0.454691	0.00826031	0.00782856	0.523585	0.000877216	0.153237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	40.3645	0.1024721	8.63473e-06	0.00435448	0.166896	3.82874	0.323302	0.680793	1.07545	1.92046	0.299666	0.327111	0.129073	0.24415	0.1439675	36.3541	15.9357	22.259	5.94063	8.63322	16.6903	1.80451	7.60891	11.6375	22.7601	5.29159	0.0620121	6.35083	9.69829	1.064386
2110	-4129.686	-4151.322	21.63647	17.38556	11.63747	0.1873525	1.027296	0.0022772	0.0653189	0.00839127	0.0193659	0.0467386	0.00231226	0.0983473	0.0219336	0.00465086	0.0434503	0.0132095	0.0225743	0.00609839	0.0278795	0.0169366	0.0127245	0.0016595	0.0170942	0.0393684	0.0306185	0.00469985	0.0332642	0.0121348	0.00279743	0.0424229	0.0138267	0.0376413	0.00678379	0.00103851	0.0248715	0.043601	0.000508112	0.0532646	0.00344784	0.00662762	0.0238939	0.00469774	0.0289156	0.0173729	0.0103236	0.0158244	0.0392259	0.02429803	0.04280867	0.07382854	0.00829349	0.555358	0.0101393	0.0108732	0.414957	0.000379386	0.1682532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	39.472	0.1434239	0.000333267	0.0268126	0.349852	3.623	0.142368	0.484805	1.00438	2.36845	0.310088	0.270178	0.125114	0.294621	0.2420818	37.1264	15.6101	22.259	7.77976	8.37734	16.8737	1.93498	7.25187	11.6375	22.7973	4.71614	0.0620121	6.35083	9.69912	0.6950264
2120	-4118.67	-4154.477	35.80716	18.20133	11.63747	0.1685959	0.3073363	0.00117984	0.020719	0.00922303	0.0202068	0.0634669	0.00403758	0.119879	0.0190813	0.00355819	0.0383783	0.024329	0.0119085	0.00895733	0.0168138	0.0158183	0.0197645	0.000897996	0.0177915	0.0298165	0.0298994	0.00767773	0.00766468	0.0150256	0.00184367	0.0410073	0.0100329	0.0307893	0.00287732	0.00274674	0.0345142	0.0250892	0.00100173	0.0298307	0.00426116	0.0157492	0.0115648	0.00303266	0.0452987	0.00146549	0.00305851	0.00981413	0.0265475	0.02343143	0.03440338	0.06108815	0.00675666	0.554908	0.0103417	0.01502	0.412759	0.000214535	0.1465015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	39.16309	0.122414	0.000146703	0.0178442	0.296948	3.68506	0.00590926	0.110213	0.60792	3.27596	0.308601	0.274628	0.128077	0.288694	0.2075897	37.1264	15.9436	22.259	8.10142	8.37734	16.8737	2.16711	7.90117	11.6375	22.7973	1.94423	0.0620121	6.35083	9.54689	0.7057265
