Iteration	Posterior	Likelihood	Prior	age_extant	age_Kretzoiarctos_beatrix	alpha_cytb	alpha_morpho	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates_mean	clock_morpho	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	F[14]	num_samp_anc	origin_time	psi	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	turnover
760	-4131.249	-4144.041	12.79237	30.29848	11.6348	0.1723066	0.6494398	0.00635462	0.0195178	0.0157632	0.042751	0.0107805	0.00292438	0.0133097	0.0133807	0.0154368	0.0647304	0.0146258	0.0107293	0.0100021	0.00712875	0.0116553	0.00677643	0.00657424	0.0187575	0.0249396	0.0224854	0.0160941	0.0121186	0.0484133	0.0131214	0.00281388	0.00325577	0.00987875	0.00976337	0.0910292	0.00804743	0.0070961	0.000132133	0.0120281	0.00474726	0.0106792	0.025188	0.00564904	0.00920517	0.0131604	0.0103592	0.074795	0.00895773	0.01693698	0.01560057	0.04868625	0.00829265	0.547127	0.00326399	0.00928087	0.422736	0.00929978	0.313539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.39202	0.02868794	0.000175029	0.0194795	0.307656	3.67269	0.0634394	0.338665	0.904588	2.69331	0.282812	0.328787	0.11517	0.273231	0.3622253	16.8139	19.0679	13.9098	6.88499	7.56508	5.22681	11.6348	1.74583	5.02601	21.1594	7.85377	35.0244	0.206391	2.03197	0.8655912
770	-4137.414	-4150.633	13.21901	22.86194	11.6348	0.1480914	0.4284077	0.00646732	0.026612	0.00758973	0.0206073	0.0197057	0.00367355	0.0311445	0.0234231	0.0138519	0.0192788	0.0245133	0.0062014	0.0164217	0.00655945	0.00893083	0.00250053	0.00554407	0.00827969	0.0363648	0.0356646	0.0208673	0.00874917	0.0363798	0.0544212	0.00235811	0.00701568	0.0190209	0.00728861	0.134409	0.010289	0.00416538	0.000247335	0.0105351	0.00415162	0.0238927	0.0135738	0.0399576	0.0101051	0.0459043	0.0223265	0.0182195	0.00516332	0.02008763	0.02932119	0.09826249	0.0070319	0.599156	0.00483818	0.0105389	0.368173	0.0102621	0.2996865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.96348	0.03783999	4.7132e-05	0.0101446	0.236062	3.75375	0.0210169	0.20264	0.760278	3.01607	0.306937	0.315066	0.117885	0.260111	0.397949	16.8139	19.0679	13.9098	6.59887	7.85221	7.81462	11.6348	1.74583	5.5037	20.9532	7.85377	35.0244	0.206391	3.09297	0.7530777
780	-4121.868	-4139.598	17.73	20.20494	11.3825	0.2147352	1.09293	0.00324266	0.012528	0.0198939	0.0827478	0.0109166	0.000530434	0.0339863	0.0367943	0.00422378	0.0155004	0.0178746	0.00130998	0.014428	0.00358679	0.00444931	0.00368446	0.00572519	0.0101014	0.0248675	0.0391227	0.0111117	0.00778011	0.0266385	0.0407656	0.00760259	0.00695884	0.0139183	0.0137561	0.0915301	0.0224218	0.0130572	0.000366701	0.0112703	0.00383423	0.00692645	0.00467071	0.0130411	0.0210818	0.0240907	0.0274	0.0118716	0.00796513	0.0261606	0.02909629	0.06378968	0.00673413	0.540315	0.00962155	0.0112404	0.424419	0.00767022	0.2074891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.67589	0.05502202	0.000853074	0.0426852	0.421011	3.53545	0.155114	0.503006	1.01384	2.32804	0.321668	0.286345	0.127067	0.26492	0.2712788	16.8139	19.0679	14.8683	6.59887	7.85221	7.81462	11.3825	1.74583	6.12942	20.9532	7.98387	35.0244	0.206391	3.14079	0.7648556
790	-4151.581	-4157.648	6.067142	28.92711	11.26516	0.174341	1.47083	0.00391004	0.0112106	0.0445706	0.0427014	0.0103762	0.0011098	0.0179599	0.0284443	0.010331	0.0520931	0.0196112	0.0016467	0.0227616	0.00580573	0.00351455	0.00213666	0.0130994	0.0155249	0.0245833	0.0377955	0.0128381	0.00467893	0.0325239	0.0266977	0.00344102	0.00667086	0.0317276	0.0100718	0.174448	0.0212238	0.0158309	0.000606965	0.00501672	0.0062921	0.00769752	0.00409095	0.044118	0.00860657	0.0285802	0.00804948	0.0447478	0.0103927	0.0266101	0.02947967	-0.04404133	0.0114477	0.643239	0.01241	0.00495805	0.323045	0.00489988	0.3558509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.12503	0.0265423	0.000192201	0.0204061	0.313479	3.66592	0.220781	0.583628	1.04866	2.14693	0.294399	0.301162	0.128439	0.276	0.3118096	16.8139	14.9491	14.8683	6.74513	7.14887	5.5375	11.2652	1.74583	6.2283	22.075	7.98387	35.0244	0.232113	3.14079	1.141244
800	-4138.176	-4147.117	8.940621	27.23782	11.26516	0.1682987	0.7996555	0.005795	0.0156085	0.0410366	0.0504199	0.023007	0.0134744	0.0146936	0.0510401	0.00556366	0.0355562	0.0286407	0.00174175	0.00837223	0.00382189	0.00546832	0.00153502	0.0071337	0.0152916	0.0211412	0.0314688	0.00601206	0.0130022	0.0551373	0.0256104	0.00289385	0.00419755	0.0207344	0.0203962	0.0886613	0.0152987	0.0139785	0.000103359	0.0109397	0.0162019	0.00900373	0.0117114	0.0203579	0.037861	0.0166113	0.0230436	0.0391765	0.0371975	0.01949469	0.03542843	0.01799462	0.00506869	0.550792	0.0125887	0.00516054	0.422908	0.00348227	0.2319972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.49274	0.03512837	0.000144594	0.0177163	0.296085	3.68605	0.0954854	0.406995	0.956859	2.54066	0.290233	0.319732	0.11503	0.275005	0.2499918	16.8139	14.9491	14.8683	6.81386	5.33774	5.24361	11.2652	1.74583	5.08759	21.8092	7.98387	34.6528	0.1318	2.03685	0.9280192
810	-4133.025	-4146.527	13.50181	23.90555	11.26516	0.1757462	0.5349929	0.00792547	0.0118263	0.0347212	0.0576719	0.0108469	0.0118753	0.0116714	0.0156755	0.00327633	0.0250936	0.0270626	0.00359072	0.00367675	0.00232896	0.00677254	0.00138184	0.00780993	0.0261058	0.0197669	0.0341676	0.0103723	0.00859381	0.0295476	0.0297081	0.00265353	0.0288695	0.0211282	0.0278683	0.07303	0.0179212	0.00738465	0.000124936	0.0147307	0.0188845	0.00561836	0.00445172	0.0216291	0.0452723	0.0071998	0.0265432	0.0123012	0.0357054	0.01506675	0.02812847	0.0687926	0.006699	0.46348	0.00956636	0.0106823	0.503022	0.00655024	0.2302948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.39516	0.0451426	0.000204776	0.0210583	0.317481	3.66126	0.0400426	0.274148	0.84415	2.84166	0.288905	0.314748	0.133359	0.262988	0.2990874	16.8139	14.9491	14.8683	6.77801	5.33774	4.99511	11.2652	1.74583	5.89945	20.6391	7.98387	34.6528	0.1318	2.60237	0.7699916
820	-4134.045	-4145.089	11.04347	20.95763	11.26516	0.1744106	1.239038	0.0068872	0.0070477	0.0250683	0.0371407	0.0187136	0.00960014	0.00378011	0.0380136	0.00407618	0.0389868	0.035351	0.0146544	0.00175351	0.00588089	0.00509302	0.00217506	0.0119092	0.0161905	0.0206207	0.0267807	0.0108146	0.0171761	0.021057	0.0389715	0.00345604	0.0357342	0.0126544	0.0898495	0.0762499	0.0285161	0.00173978	0.0001963	0.0275122	0.0247271	0.00385707	0.00252508	0.0299469	0.0197552	0.00861918	0.0186128	0.0242359	0.0234631	0.02403984	0.02798314	0.05733919	0.00533776	0.535118	0.00813761	0.010502	0.434602	0.00630255	0.3474204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.86485	0.04139066	0.00019281	0.0204382	0.313678	3.66569	0.182056	0.538448	1.03055	2.24894	0.299014	0.291034	0.143587	0.266366	0.4047596	16.8881	16.4917	14.8683	6.77801	7.17948	5.29416	11.2652	0.968934	7.70915	20.6391	7.98387	34.6528	0.1318	2.38767	0.8583377
830	-4134.768	-4146.868	12.09993	19.92828	11.26516	0.1608889	0.7304418	0.0235632	0.00722387	0.0997097	0.0147017	0.0326078	0.010607	0.00372621	0.0193251	0.00683954	0.0196052	0.0488992	0.00549332	0.0022427	0.00558035	0.00578999	0.00439139	0.00730795	0.0157867	0.0207233	0.0185918	0.00618434	0.00701736	0.0093115	0.0267827	0.00177002	0.0867436	0.00855727	0.040027	0.0360391	0.0171489	0.0022282	0.000305943	0.00975112	0.0167989	0.00683257	0.00103311	0.0399322	0.0169075	0.003777	0.0313158	0.0394211	0.0623046	0.01840721	0.01581515	0.03595314	0.0102237	0.542358	0.00488727	0.00589065	0.431075	0.00556502	0.4457613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.79122	0.04870679	9.90525e-05	0.0146798	0.27437	3.71085	0.0806989	0.377546	0.935647	2.60611	0.308643	0.309541	0.133234	0.248582	0.4817145	16.8881	20.728	14.8682	7.93803	7.17948	5.09191	11.2652	0.419177	6.38263	20.6391	7.98387	34.6528	0.1318	2.38767	0.9253642
840	-4138.456	-4142.892	4.435685	21.20213	11.26516	0.1667798	1.012132	0.0424114	0.00806905	0.0628445	0.0255342	0.0431799	0.0631175	0.00344649	0.024417	0.0146588	0.0233903	0.0511229	0.00454201	0.0116437	0.00851612	0.00551673	0.00416145	0.00388408	0.0146543	0.0189704	0.0233108	0.0120878	0.0183025	0.0147418	0.0259725	0.00925412	0.0467311	0.0115672	0.0571851	0.0308032	0.0222442	0.00324235	0.000177568	0.00671227	0.0453478	0.00672823	0.00474116	0.0263008	0.0353051	0.00335912	0.0229274	0.0319953	0.0543054	0.02865932	0.02084345	-0.0005414046	0.00835032	0.450544	0.00559925	0.00379502	0.522114	0.00959723	0.3816753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.39006	0.03618368	0.000134174	0.01707	0.291667	3.69113	0.139368	0.480368	1.00198	2.37828	0.31274	0.291732	0.135912	0.259617	0.3811339	16.8881	20.728	14.8682	7.93803	6.68264	5.09191	11.2652	0.419177	7.1733	20.6391	7.98387	34.6528	0.1318	2.85844	1.001421
850	-4140.575	-4150.042	9.466907	20.7599	11.26515	0.1581491	0.5822235	0.0335789	0.00287079	0.0187767	0.0293126	0.0114687	0.0649808	0.00821829	0.0255783	0.0103371	0.0172527	0.0360911	0.00439179	0.0098676	0.00863747	0.00488492	0.00366239	0.00482485	0.0212652	0.0167202	0.0400272	0.00939096	0.00985136	0.0183517	0.0322102	0.0102412	0.0254903	0.034977	0.0880436	0.0263144	0.0239782	0.0099107	8.2509e-05	0.0191355	0.049961	0.00581023	0.00713501	0.0215658	0.0257711	0.00651685	0.020023	0.0994565	0.0130623	0.02429407	0.02607768	0.04674567	0.0157704	0.456283	0.0060972	0.00552102	0.506216	0.0101114	0.3132094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.86376	0.06361862	8.53518e-05	0.0136323	0.266246	3.72004	0.0494635	0.302245	0.871972	2.77632	0.309377	0.288595	0.124433	0.277595	0.3599551	16.8881	16.6246	14.8682	6.88255	6.68264	5.18814	11.2652	1.88682	5.02753	20.6391	8.59876	34.6528	0.240108	3.16522	0.8701347
860	-4150.048	-4151.468	1.420422	27.67406	11.26515	0.1337861	0.3397186	0.0245208	0.00354008	0.0508228	0.0507309	0.0308483	0.0698579	0.0102856	0.0529437	0.0231665	0.0091125	0.0238401	0.0100286	0.0170542	0.00377706	0.00551632	0.00456671	0.00765284	0.0163808	0.0245766	0.0238796	0.0126445	0.00452215	0.00642796	0.0184674	0.00738985	0.0344986	0.0265945	0.0636558	0.0623796	0.0318941	0.0101777	0.000115251	0.0169401	0.075657	0.00306041	0.00395303	0.0173343	0.0172821	0.0107205	0.106031	0.0704265	0.0356331	0.02126505	0.02074045	0.007189014	0.00562303	0.578893	0.00611489	0.0101518	0.391924	0.00729278	0.2330065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.32198	0.0304544	1.73601e-05	0.00616815	0.192572	3.80124	0.00906268	0.135543	0.656856	3.19854	0.306658	0.314378	0.120807	0.258156	0.2401955	16.8881	20.1526	14.8682	8.13541	6.68264	5.18814	11.2652	2.51615	7.47985	20.6391	8.59876	34.6528	0.240108	3.89349	0.9700702
870	-4132.675	-4141.97	9.295748	35.34467	11.26515	0.1935395	0.5493059	0.0398531	0.00593542	0.0199478	0.0233129	0.00548158	0.0347563	0.00407043	0.0320184	0.0374115	0.0283486	0.0259321	0.00158592	0.0187619	0.00311856	0.00599532	0.00326637	0.00810226	0.0163718	0.0214739	0.0325386	0.0104743	0.00710228	0.0116566	0.0112484	0.00914412	0.0235038	0.0124277	0.0302844	0.0308411	0.0189835	0.00371921	0.000187252	0.00516961	0.0625641	0.00489183	0.00242972	0.0400579	0.00873157	0.0142576	0.033781	0.0441888	0.0182732	0.02373894	0.0213694	-0.04080387	0.00862859	0.569349	0.00808554	0.00609893	0.403033	0.00480486	0.2837368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.5324	0.03229397	0.000421843	0.0301335	0.366587	3.60286	0.0428511	0.282891	0.853076	2.82118	0.296864	0.301612	0.118087	0.283437	0.2429329	16.8881	17.6705	14.8682	6.69756	4.9291	5.58038	11.2652	1.38185	7.47985	20.6391	7.86225	34.6528	0.240108	4.00988	1.167964
880	-4142.546	-4144.78	2.234243	38.65163	11.26515	0.1739931	3.838981	0.0381756	0.00694723	0.00898639	0.0606536	0.0305143	0.0234334	0.00951767	0.0180444	0.0365462	0.0429738	0.0191757	0.00221172	0.0072797	0.00132041	0.00762667	0.00314683	0.00678964	0.0120793	0.0183787	0.0153003	0.011558	0.00898179	0.0255447	0.00729167	0.0055101	0.022951	0.0246295	0.0201912	0.0874753	0.00992467	0.0123125	0.000102964	0.00700454	0.0255202	0.0043313	0.00135582	0.0363412	0.00295106	0.0251239	0.0171319	0.0216487	0.0341165	0.0253054	0.01816005	0.07480321	0.0139955	0.588382	0.00394022	0.00551022	0.37845	0.00972192	0.1731039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.69228	0.03646243	0.000189179	0.0202462	0.312486	3.66708	0.445292	0.76945	1.08439	1.70087	0.31195	0.300561	0.111509	0.27598	0.2479071	16.8881	17.6705	14.8682	6.69756	4.9291	5.58038	11.2652	1.38185	6.7146	20.6391	7.86225	34.6528	0.240108	4.26416	0.6982611
890	-4126.255	-4141.415	15.15993	38.20032	11.26515	0.2081113	1.542733	0.0145749	0.00575958	0.00593666	0.0251368	0.0303239	0.00925308	0.00751913	0.0285696	0.0465944	0.0264915	0.0264332	0.0029585	0.0120475	0.00186154	0.00717564	0.00698091	0.0050242	0.0200668	0.0174185	0.0317982	0.0164236	0.0053066	0.0233661	0.00575533	0.00354088	0.0184078	0.0441655	0.0155737	0.057196	0.0216926	0.0291592	9.86444e-05	0.00203463	0.0132722	0.00731548	0.00372203	0.0196171	0.00610883	0.0147198	0.00683638	0.0139908	0.0310076	0.01444339	0.02875014	-0.01410592	0.0142631	0.449504	0.00242079	0.00764863	0.511804	0.0143589	0.2678816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.55917	0.05548008	0.000695216	0.0385821	0.404494	3.55623	0.231849	0.595518	1.05284	2.1198	0.305946	0.280317	0.12962	0.284117	0.2537756	16.8881	17.6705	14.8682	6.69756	5.35393	5.58038	11.2652	0.265656	5.71504	20.6391	7.86225	34.6528	0.240108	4.26416	1.055584
900	-4124.536	-4143.312	18.77691	32.54901	11.26515	0.1809473	0.7050215	0.0544839	0.013826	0.00203617	0.00886161	0.0641214	0.0264273	0.00654603	0.0154075	0.0133855	0.0213461	0.0190323	0.0012034	0.0205174	0.00526102	0.018419	0.0114062	0.00896387	0.0193709	0.0232295	0.0343725	0.014813	0.0101512	0.0184583	0.00119314	0.00906857	0.0120673	0.0229896	0.0213504	0.0587747	0.0154872	0.0311483	0.000132816	0.0101055	0.00926953	0.00304929	0.00576677	0.00859693	0.00679789	0.00827265	0.0156586	0.00283333	0.00711567	0.01533437	0.02644543	-0.01834381	0.0135756	0.532296	0.00213814	0.0115055	0.436837	0.00364726	0.3604099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.54886	0.03052117	0.000256702	0.0235574	0.33214	3.64405	0.0752612	0.36589	0.926715	2.63213	0.312395	0.317211	0.121175	0.249219	0.3420661	16.8881	17.7801	14.8682	6.876	5.35393	6.16867	11.2652	1.60654	5.71504	20.2855	7.86225	34.9963	0.240108	2.25016	1.053627
910	-4107.228	-4138.772	31.544	32.51821	11.26515	0.1783487	0.4057795	0.037342	0.00419286	0.00398469	0.0121812	0.0195478	0.00987232	0.0119992	0.0171033	0.0306425	0.0420419	0.0198423	0.000669467	0.00677544	0.00494692	0.00959931	0.00611096	0.00750763	0.0186443	0.0231284	0.0420268	0.0101763	0.00708527	0.0166942	0.00108793	0.00311775	0.0121773	0.0272532	0.01874	0.0350176	0.0128287	0.0455547	0.000259647	0.00161598	0.0086416	0.00541696	0.00310383	0.00635389	0.00656178	0.00260481	0.0126121	0.00294497	0.00258616	0.01361512	0.02418072	-0.000206654	0.0149993	0.567355	0.00290252	0.0138935	0.394953	0.0058971	0.2693032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.87912	0.04675831	0.000229673	0.0222923	0.324846	3.65263	0.0175569	0.18606	0.73746	3.05892	0.291764	0.304873	0.121177	0.282186	0.2690966	16.8881	20.9106	14.8682	6.60638	6.23437	6.43972	11.2652	1.60654	5.71504	20.2855	7.86225	37.1725	0.240108	2.25016	1.000768
920	-4131.926	-4148.039	16.11325	30.82533	11.26515	0.1792954	1.712899	0.0228353	0.0047348	0.00336123	0.0166986	0.0121721	0.00691473	0.023167	0.0103642	0.00863381	0.0885	0.00895139	0.000569465	0.00730289	0.0217794	0.00717784	0.00473911	0.00453433	0.0160733	0.0165254	0.033752	0.0176734	0.00862012	0.0170134	0.000744191	0.0118411	0.0137381	0.0271091	0.0365637	0.0492761	0.0154519	0.0512889	0.00105628	0.00254788	0.0278612	0.00673536	0.00470618	0.0017835	0.0161069	0.00484852	0.0303998	0.000844596	0.00367313	0.01427687	0.04450109	0.01051646	0.0121505	0.552867	0.00258879	0.0112291	0.416713	0.00445195	0.2278377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.17081	0.02883706	0.000239263	0.0227494	0.32751	3.6495	0.256418	0.620542	1.06081	2.06223	0.306054	0.288903	0.129079	0.275964	0.2383541	16.8881	18.0807	14.8682	6.60638	5.37126	5.97706	11.2652	1.60654	6.25548	20.2855	7.8384	36.691	0.240108	2.76288	0.9558788
930	-4134.613	-4153.166	18.55349	29.42292	11.26515	0.1655942	2.274469	0.0124402	0.00249645	0.0102785	0.0232996	0.0090534	0.00919927	0.0241656	0.00849875	0.0206244	0.0342858	0.00927426	0.00164555	0.00355077	0.0119879	0.0334509	0.00332124	0.00300561	0.0168782	0.0163003	0.0263154	0.0136724	0.0200639	0.0211573	0.00119241	0.00391224	0.0187315	0.0314545	0.0149613	0.0287835	0.0572046	0.0711374	0.00513952	0.00374867	0.0183162	0.0280012	0.00264315	0.0111959	0.0128679	0.000802776	0.0186694	0.00307698	0.00693177	0.01673647	0.03940778	-0.005371962	0.00493369	0.52524	0.00713874	0.011787	0.445943	0.00495693	0.3312614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.59045	0.02657725	0.000126443	0.016574	0.288206	3.69509	0.323975	0.68135	1.07555	1.91912	0.297672	0.293107	0.143854	0.265366	0.3258895	16.8881	18.0807	14.8682	6.73607	5.27345	5.97706	11.2652	1.60654	7.32596	21.567	7.93368	33.9394	0.240108	4.61458	1.016484
940	-4126.126	-4140.504	14.37884	32.71401	11.26515	0.2154679	1.621313	0.0257361	0.00227293	0.0111303	0.00481473	0.00695553	0.0211807	0.0573581	0.00949744	0.0190523	0.0239796	0.0115908	0.00120356	0.00274574	0.00342427	0.00635526	0.00593623	0.00529105	0.0139368	0.0249918	0.0363332	0.0191391	0.0994671	0.0282246	0.00238379	0.00186881	0.00759534	0.0357762	0.00687413	0.0348777	0.0163374	0.0488553	0.00219554	0.00404401	0.0383667	0.0192495	0.00417077	0.0145068	0.0135531	0.00167727	0.0111736	0.00098722	0.00743967	0.01522857	0.03326396	0.01977989	0.0117349	0.483096	0.00742988	0.00911285	0.481408	0.00721817	0.2590231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.99652	0.03699499	0.000871925	0.0431482	0.42281	3.53317	0.243469	0.607578	1.05682	2.09214	0.306836	0.301854	0.116998	0.274313	0.278803	16.8881	18.0807	14.8682	6.73607	5.27345	5.5364	11.2652	0.988345	7.25329	21.567	7.999	33.9394	0.240108	4.61458	0.9290543
950	-4128.454	-4146.746	18.29147	29.44915	11.26128	0.1750366	1.3363	0.0115673	0.0211348	0.00570211	0.00683883	0.0103908	0.019736	0.037206	0.0140414	0.0123486	0.0237175	0.0150588	0.00103536	0.00456953	0.0236588	0.0131341	0.0090593	0.00713347	0.0215955	0.0332991	0.0412104	0.0216399	0.0276215	0.0530608	0.00338249	0.00324886	0.00559826	0.0274859	0.00613688	0.0211301	0.0133169	0.0197909	0.0068828	0.00928195	0.0175373	0.0279364	0.00766079	0.0295478	0.00400794	0.00132675	0.0123693	0.0113276	0.0136143	0.01799971	0.0419883	-0.006485429	0.00866541	0.529884	0.00504726	0.00935663	0.434378	0.0126688	0.3210701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.39362	0.03348645	0.000198352	0.0207277	0.315462	3.66361	0.198891	0.558829	1.03916	2.20312	0.291021	0.289839	0.142937	0.276203	0.3145846	16.8881	18.0807	14.8682	6.73607	5.2443	5.46941	11.2613	2.46624	7.25329	20.0886	7.999	33.9394	0.240108	2.54999	1.020616
960	-4125.522	-4143.76	18.23794	45.85442	11.26128	0.2193881	1.230949	0.00349479	0.00729982	0.0119397	0.0109735	0.00623485	0.0178687	0.0551148	0.0249583	0.00555904	0.0169736	0.00956964	0.00231826	0.00334629	0.0147421	0.0113597	0.00497295	0.00929285	0.0241022	0.034287	0.0374954	0.0152058	0.0449771	0.0353076	0.00507922	0.00176333	0.00533726	0.0211835	0.0247509	0.0144129	0.00952546	0.00697747	0.00609528	0.0024513	0.0195837	0.0122213	0.0135355	0.0174573	0.00709572	0.00235421	0.00682697	0.006078	0.00953729	0.01529399	0.0361873	0.01605744	0.0104697	0.514582	0.0036174	0.00683141	0.450064	0.0144354	0.2873944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.175	0.02805809	0.00097767	0.0456555	0.432345	3.52102	0.180617	0.536647	1.02976	2.25298	0.320983	0.313984	0.120428	0.244605	0.3034519	16.8881	18.0807	15.4125	7.46204	6.32432	5.46941	11.2613	2.46624	7.25329	20.4744	7.999	33.9394	0.240108	2.26715	0.9470841
970	-4121.527	-4151.269	29.74167	37.04424	11.26128	0.1858781	1.020827	0.0166858	0.00412447	0.0141075	0.0146357	0.00265296	0.0301346	0.023434	0.0111472	0.00908436	0.00822959	0.015687	0.00111841	0.0072585	0.0267868	0.0053009	0.00164029	0.0118791	0.0150752	0.0171862	0.020951	0.00509275	0.0202666	0.0149081	0.00364018	0.00337539	0.00310724	0.0276023	0.013656	0.0149357	0.00538408	0.005085	0.00745774	0.00345216	0.00510007	0.00684011	0.0142333	0.043362	0.00620046	0.00163821	0.00884776	0.00347215	0.00349444	0.01193695	0.03610925	0.079543	0.011997	0.561403	0.00582657	0.00514456	0.399382	0.0162477	0.210216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.44781	0.0358696	0.000314334	0.0260464	0.345809	3.62783	0.141091	0.482924	1.00337	2.37262	0.280476	0.297421	0.137934	0.284169	0.289759	16.8881	22.2566	15.4125	7.46204	6.32432	6.29524	11.2613	2.46624	5.2743	20.4744	7.999	33.9394	0.240108	2.26715	0.7254857
980	-4130.49	-4142.394	11.90367	42.06513	11.26128	0.1947839	0.4108432	0.0254778	0.0128284	0.0191495	0.0204559	0.0122514	0.0546181	0.0305951	0.0170301	0.00543201	0.012834	0.0164251	0.00258821	0.00470773	0.0661859	0.00626861	0.00167056	0.0114264	0.0223652	0.0172309	0.0289915	0.0157114	0.0108879	0.0228298	0.00790354	0.00384125	0.00144555	0.0334629	0.0128506	0.0196909	0.00638757	0.00498942	0.0151051	0.00182992	0.00514117	0.0042244	0.0621967	0.0400582	0.00728092	0.00015617	0.00612995	0.00465508	0.00451593	0.01724656	0.01932096	-0.0354898	0.0129845	0.535305	0.00457997	0.00560971	0.425906	0.0156144	0.2298943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.1152	0.05149818	0.00044152	0.0308215	0.369908	3.59883	0.0183093	0.189809	0.742752	3.04913	0.293799	0.31421	0.130929	0.261062	0.1944045	16.8881	22.2566	15.4125	7.51976	6.89839	5.06651	11.2613	2.46624	5.2743	20.639	8.14723	33.9394	0.135664	2.28237	1.182556
990	-4134.232	-4144.763	10.53125	37.53192	11.26128	0.202877	1.10707	0.0176092	0.00152187	0.0244828	0.0616525	0.0262342	0.0269592	0.0182324	0.0664545	0.00747882	0.0110752	0.0247126	0.00327473	0.0181694	0.069392	0.00699706	0.00306401	0.00635511	0.0273003	0.0279703	0.0364142	0.0175564	0.0332793	0.00983464	0.00820239	0.00422554	0.00179642	0.0160655	0.0164205	0.0335537	0.00452212	0.00872764	0.073502	0.00188299	0.0111501	0.00748218	0.0264273	0.0207301	0.00623715	5.57651e-05	0.00874062	0.00374571	0.00856246	0.02056818	0.03419786	0.04090787	0.0172255	0.484902	0.00482562	0.00523524	0.477743	0.0100687	0.1836494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.09709	0.05385937	0.00058584	0.0354515	0.391125	3.57284	0.157809	0.506727	1.0157	2.31976	0.31138	0.303008	0.142537	0.243075	0.2245573	16.8881	20.7774	13.6954	7.18757	7.49356	5.06651	11.2613	2.46624	6.30475	20.639	8.06978	33.9394	0.135664	2.06937	0.8178288
